,title,text
551,sunday,sunday drama  romance film  concerns  two  mysterious  characters  meet  sunday  queens  madeleine  unsettling  creature  name  since  vertigo  middle  aged  moderately  successful  actress  oliver  matthew  either  homeless  man  famous  director  hails  street  latter  launching  bizarre  chain  events  includes  conversation  diner  unromantic  sexual  encounter  arrival  odd  husband  unsuspecting  daughter  child  birthday  party  also  compassionately  tracks  daily  rounds  fellow  denizens  shelter  recognizable  new  york  audiences
552,scouts guide to the zombie apocalypse,scouts guide to the zombie apocalypse comedy  horror three  scouts  lifelong  friends  join  forces  one  badass  cocktail  waitress  become  world  ’  unlikely  team  heroes  peaceful  town  ravaged  zombie  invasion  fight  badge  lifetime  put  scouting  skills  test  save  mankind  undead
553,moon of the wolf,moon of the wolf horror  mystery  thriller several  locals  viciously  murdered  louisiana  sheriff  starts  suspect  may  dealing  werewolf
554,baffled!,baffled! thriller  tv movie race  car  driver  suffers  visions  sees  people  killed  esp  expert  believes  really  happen
555,chillerama,chillerama horror  comedy closing  night  last  drive  theater  america  cecil  b  kaufman  planned  ultimate  marathon  lost  film  prints  unleash  upon  faithful  cinephile  patrons  four  films  rare  never  exhibited  publicly  american  soil  titles  like  wadzilla  deathecation  diary  anne  frankenstein  zom  movie  chillerama  celebrates  golden  age  horror  shlock  also  spans  decades  cinema  something  every  bad  taste
556,the monkey's mask,the monkey's mask drama monkey  mask  2000  thriller  film  directed  samantha  lang  stars  susie  porter  kelly  mcgillis  plays  lesbian  private  detective  falls  love  suspect  disappearance  young  woman  based  verse  novel  name  australian  poet  dorothy
557,green tea,green tea drama  foreign  romance mysterious  woman  frequents  tea  shops  places  looking  right  man  cup  green  show  way  find  true  love
558,revenge of the pink panther,revenge of the pink panther action  comedy  crime  thriller chief  inspector  jacques  clouseau  dead  least  world  charles  dreyfus  believe  body  discovered  car  shot  road  naturally  knows  differently  taking  advantage  alive  sets  discover  attempt  made  life
559,to end all wars,to end all wars action  comedy  drama  history based  real  life  story  drama  focuses  small  group  allied  soldiers  burma  held  captive  japanese  capt  ernest  gordon  ciaran  mcmenamin  )   lt  jim  reardon  kiefer  sutherland  maj  ian  campbell  robert  carlyle  among  military  officers  kept  imprisoned  routinely  beaten  deprived  food  wants  rebel  attempt  escape  tries  take  stoic  approach  attitude  proves  surprisingly  resonant
560,jerry springer: the opera,jerry springer: the opera comedy jerry  springer  opera  tells  story  day  job  world  famous  talk  show  host  sort  number  guests  problems  including  man  wants  dress  baby  3  lovers  one  transexual  fat  woman  pole  dancer  however  particular  something  ordinary  happen  ...
561,born yesterday,born yesterday comedy  romance  drama uncouth  loud  mouth  junkyard  tycoon  harry  brock  descends  upon  washington  c  buy  congressman  two  bringing  mistress  ex  showgirl  billie  dawn
562,the old mill,the old mill animation see  various  birds  mice  bats  moved  old  windmill  followed  frogs  crickets  fireflies  making  music  adjacent  pond  storm  comes  shaking  loose  parts  mill  threatening  everything  seen
563,jim jefferies: contraband,jim jefferies: contraband comedy last  year  ’  critically  acclaimed  show  ‘  30  sold  every  night  edinburgh  festival  uk  us  tours  jeffries  controversial  aussie  stand  brings  debut  dvd  contraband  live  succeeding  jokes  comedians  touch  ability  charm  offend  crowd  equal  measure  jim  regarded  one  comedy  fastest  rising  young  stars  brash  confrontational  style  made  sought  comics  world  stage  appearing  numerous  tv  shows  performing  major  music  festivals  across  europe  hosted  nme  awards  la  narrowly  avoided  bombed  whilst  troops  iraq
564,pardners,"pardners comedy  western rich  momma  boy  wade  kingsley  jr  eastern  dude  tries  follow  murdered  father  footsteps  returning  west  partner  slim  moseley  .   son  former  overcomes  initial  reluctance  accept  using  fortune  buy  prize  cow  new  car  help  job  foreman  family  ranch  currently  siege  gang  outlaws  called  masked  raiders  .""  generously  pay  mortgage  15  000  money  unfortunately  neither  pardner  realizes  respected  banker  dan  hollis  fathers  murderer  leader"
565,salaam cinema,salaam cinema documentary  drama  comedy makhmalbaf  puts  advertisement  papers  calling  open  casting  next  movie  however  hundreds  people  show  decides  make  screen  tests  would  actors
566,beyond valkyrie: dawn of the fourth reich,beyond valkyrie: dawn of the fourth reich action  war  history intense  thriller  frontlines  world  war  ii  operation  valkyrie  prepares  assassinate  adolph  hitler  allied  special  ops  team  extract  man  destined  lead  post  germany  fails  everything  changes  unlikely  allies  must  work  together  stop  group  nazi  officers  fleeing  argentina  establishing  fourth  reich
567,beyond the mat,beyond the mat documentary beyond  mat  1999  professional  wrestling  documentary  directed  barry  w  blaustein  movie  focuses  lives  wrestlers  outside  ring  especially  mick  foley  terry  funk  jake  roberts  film  heavily  world  federation  wwf  )   often  criticizing  chairman  vince  mcmahon  also  follows  extreme  championship  rise  popularity  many  independent  organizations
568,avengers grimm,"avengers grimm action  fantasy rumpelstiltskin  destroys  magic  mirror  escapes  modern  world  four  princesses  upon  time  ""-  cinderella  sleeping  beauty  snow  white  rapunzel  sucked  portal  well  trained  endowed  magical  powers  women  must  fight  army  thralls  enslaves  everyone  earth"
569,pieces of talent,pieces of talent horror  thriller set  small  coastal  town  bright  leaf  north  carolina  “  pieces  talent  ”  centers  around  charlotte  disillusioned  aspiring  actress  working  night  job  cocktail  waitress  order  make  ends  meet  catches  break  seemingly  chance  circumstances  put  contact  local  filmmaker  david  long  form  quick  friendship  leads  landing  starring  role  ’  newest  project  quickly  becomes  obsessed  begins  building  masterpiece  films  encounter  ultimate  goal  filming  final  installment  happily  individual  willing  whatever  takes  true  art  .”  utilizes  charm  skills  something  dark  deranged  seem  utterly  beautiful  loving
570,stranger on the third floor,stranger on the third floor thriller  crime newspaper  reporter  john  mcguire  plunges  nightmare  guilt  fearing  evidence  sentenced  wrong  man  death  stunning  example  cinematic  expressionism  cited  many  first  studio  film  shot  completely  noir  style  peter  lorre  virtually  reprises  eerily  convincing  persona  created  fritz  lang  adding  emotion  wringing  melancholia  performance  paranoid  lost  soul  featuring  astounding  art  direction  van  nest  polglase  brilliant  cinematography  nicholas  musuraca  well  reportedly  uncredited  script  work  nathanael  west  day  locust  )!
571,simply raw,simply raw documentary reversing  diabetes  30  days
572,the age of stupid,the age of stupid war  documentary  history age  stupid  new  movie  director  franny  armstrong  mclibel  producer  john  battsek  one  day  september  ).  pete  postlethwaite  stars  man  living  alone  devastated  future  world  2055  looking  old  footage  2008  asking  ’  stop  climate  change  chance
573,the unbelievers,the unbelievers documentary scientists  richard  dawkins  lawrence  krauss  travel  globe  promoting  scientific  worldview  rational  questioning  religious  belief
574,no one knows about persian cats,no one knows about persian cats drama iranian  musicians  negar  ashkan  look  band  members  play  london  concert  ...  visa  allows  leave  tehran
575,son of dracula,son of dracula fantasy  horror carpathian  count  alucard  invited  u  young  morbid  heiress  boyfriend  local  officials  suspicious  newcomer  interested  virile  soil  new  world
576,tootsie,"tootsie comedy  romance michael  dorsey  unemployed  actor  impossible  reputation  order  find  work  fund  friend  play  dresses  woman  dorothy  michaels  lands  part  daytime  drama  loses  role  essentially  becomes  captivating  women  around  city  inspiring  break  free  control  men  become  like  initial  identity  newfound  however  hot  spot  female  ""/""  lover  "" ""  co  star  falls  love  father  male  yearns  affection"
577,current,current  group  students  cope  disappearance  friend
578,the passionate thief,the passionate thief comedy new  year  eve  insecure  struggling  actress  anna  magnani  nothing  colleague  invites  party  jumps  opportunity  accidentally  runs  old  acting  acquaintance  toto  )   helping  professional  pickpocket  ben  gazzara  steal  people  hustle  bustle  festivities  course  evening  numerous  crazy  humorous  adventures  rome  different  parties  restaurants  even  trevi  fountain  character  tortorella  falls  lello  without  knowing  tries  placate
579,the idiots,the idiots drama  comedy first  dogma  95  film  director  lars  von  trier  opens  completely  new  platform  mix  home  video  documentary  styles  tells  story  group  young  people  decided  get  know  “  inner  idiots  ”  thus  facing  breaking  outer  appearance  also
