,title,text
1719,surprised by love,surprised by love romance story  young  businesswoman  tries  convince  uptight  parents  accept  current  boyfriend  instead  finds  falling  old  high  school  flame
1720,palio,palio documentary taking  bribes  making  deals  essential  good  rider  palio  world  ’  oldest  horse  race  giovanni  young  jockey  challenge  faces  former  mentor  track  ensues  thrilling  battle  intoxicating  drama  center  italian  tradition
1721,dots,dots animation experimental  short  film  color  patches  painted  directly  boxes
1722,annie get your gun,"annie get your gun action  comedy  music  romance  western film  adaptation  irving  berlin  classic  musical  stars  betty  hutton  gunslinger  annie  oakley  romances  fellow  sharpshooter  frank  butler  howard  keel  travel  buffalo  bill  wild  west  show  previously  target  comes  love  proves  get  man  gun  battle  sexes  extravaganza  features  timeless  numbers  like  anything  business  ."""
1723,bickford shmeckler's cool ideas,bickford shmeckler's cool ideas comedy journal  bright  ideas  stolen  college  freshman  bickford  schmeckler  fugit  blanket  campus  order  locate
1724,patrioticheskaya komediya,patrioticheskaya komediya comedy  drama андрей  простой  русский  оперуполномоченный  он  борется  с  преступностью  и  не  верит  в  сказки  они  ему  порядком  опостылели  каждый  подозреваемый  норовит  выдумать  небылицу  расследуя  очередное  незаурядное  дело  его  коллеги  попадают  жуткий  переплет  бандиты  смертельная  перестрелка  ...  чертовщина  дальнейшие  события  приводят  андрея  старый  ветхий  дом  этом  домике  находящемся  самом  центре  большого  города  живёт  интеллигент  чеховского  типа  ильин  себе  тихо  мирно  до  поры  времени  знает  что  старом  шкафу  находится  вход  таинственное  подземелье  магическую  комнату  из  которой  можно  попасть  любую  столицу  мира  а  на  чердаке  добрый  домовой  пиня  который  все  тайны  дома
1725,the children of the century,the children of the century drama  romance true  tale  tumultuous  love  affair  two  french  literary  icons  19th  century  novelist  george  sand  poet  alfred  de  musset  falls  apart  excursion  venice  italy  distracted  drugs  handsome  doctor
1726,bullies,bullies action  drama  thriller peaceful  morris  family  move  small  town  buy  grocery  store  run  afoul  cullen  bullying  folk  years  harassing  every  chance  get  matt  meanwhile  meets  starts  seeing  lot  becky  also  likes  unfortunately  last  name  rest  finds  relationship  decide  even  harassment  elevated  vicious  assault
1727,chains,chains  family  drama  involving  wife  torn  husband  criminal  ex  lover
1728,backdoor,backdoor drama athens  1966  dimitris  13  unexpectedly  loses  father  seeing  pampered  mother  collapse  boy  gets  carried  away  decides  skip  childhood  order  stand  feels  ready  claim  back  coming  star  military  regime  brutal  age  story  reacts  vengeance  changing  thus  course  greek  history  ...
1729,super 8,super 8 thriller  science fiction  mystery 1979  ohio  several  youngsters  making  zombie  movie  super  8  camera  midst  filming  friends  witness  horrifying  train  derailment  lucky  escape  lives  soon  discover  catastrophe  accident  series  unexplained  events  disappearances  follows  deputy  jackson  lamb  father  one  kids  searches  terrifying  truth  behind  crash
1730,virgin mountain,virgin mountain drama like  young  bird  yet  find  courage  lift  wings  fúsi  43  lives  alone  mother  always  lived
1731,troublemaker,troublemaker crime  comedy american  dream  set  minds  two  pathetic  gangsters  one  luxembourgish  german  go  various  trials  tribulation  south  luxembourg
1732,buchanan rides alone,buchanan rides alone action  western texan  pits  powerful  family  save  mexican  hanging
1733,"honey, we shrunk ourselves","honey, we shrunk ourselves adventure  comedy  family  science fiction  action joke  absent  minded  scientist  wayne  szalinski  troublesome  invention  shrinks  brother  wives  effectively  children  think  completely  disappeared  course  gives  kids  free  rein  anything  want  unaware  parents  watching  every  move"
1734,the sun king,the sun king comedy  drama changing  pipes  tanningbeds  golden  sun  tommy  meets  owner  middleaged  former  miss  fyn  called  susse  slowly  unusual  love  affair  begins  two  friends  ole  amp  flemming  give  tips  masculine  appeal  happens  sleazy  lawyer  appreciate  new  look
1735,elephants dream,elephants dream animation  science fiction emo  proog  journey  folds  giant  machine  exploring  twisted  dark  complex  wires  gears  cogs  one  moment  conflict  arises  throws  assumptions  world  first  open  source  movie  created  using  foss  program  blender
1736,we can be heroes,we can be heroes  heroes  mockumentary  tv  series  created  performed  comedian  chris  lilley  follows  story  five  unique  australians  made  large  achievement  nominated  friends  family  australian  year  award
1737,11 minutes,11 minutes drama  thriller lives  urbanites  intertwine  world  anything  happen  time
1738,fast track: no limits,fast track: no limits action  thriller action  movie  centered  around  group  street  racers
1739,my baby's daddy,my baby's daddy comedy trio  young  men  forced  grow  quick  girlfriends  become  pregnant  around  time
1740,scary movie,scary movie comedy following  heels  popular  teen  scream  horror  movies  uproarious  comedy  biting  satire  marlon  shawn  wayans  shannon  elizabeth  carmen  electra  pitch  skewer  hollywood  biggest  blockbusters  including  know  last  summer  matrix  american  pie  blair  witch  project
1741,the chinese botanist's daughters,the chinese botanist's daughters drama house  famous  chinese  botanist  teacher  daughter  female  intern  fall  love  forbidden  must  kept  secret
1742,cherrybomb,cherrybomb drama  romance  thriller cherry  bomb  follows  teenagers  luke  malachy  michelle  embark  wild  weekend  drink  drugs  shop  lifting  stealing  cars  starts  game  turns  deadly  serious  three  discover  get  ride  set  motion
1743,wish i was here,wish i was here drama  comedy aidan  bloom  struggling  actor  father  husband  35  years  old  still  trying  find  purpose  life  wife  barely  getting  financially  passes  time  fantasizing  great  futuristic  space  knight  always  dreamed  little  kid  ailing  longer  afford  pay  private  school  two  kids  available  public  last  legs  reluctantly  agrees  attempt  home  teaching  way  gradually  discovers  parts
1744,as good as dead,as good as dead action  adventure  thriller seeking  revenge  murder  religious  leader  fundamental  loyalists  kidnap  torture  man  believe  responsible  ensuing  clash  right  vs  left  ideologies  quickly  reveals  may  wrong  puts  path  toward  shocking  twist
1745,her master's voice,her master's voice comedy  documentary  drama internationally  acclaimed  ventriloquist  nina  conti  takes  bereaved  puppets  mentor  erstwhile  lover  ken  campbell  pilgrimage  venthaven  resting  place  dead  ventriloquists  gets  know  latex  wooden  travelling  partners  along  way  deconstructs  lost  love  ventriloquial  docu  mocumentary  requiem  hugely  respected  maverick  british  theatre  eccentric  genius  would  snort  forgotten  artforms  prodigy  ventriloquism  said  reinvented  artform  film  truly  unique  genre  style  one  seen  like
1746,nutcracker: the motion picture,nutcracker: the motion picture family  fantasy  music colorful  holiday  classic  finally  brought  big  screen  designed  famed  children  story  author  artist  maurice  sendak  written  first  time  close  possible  original  lavish  exciting  heart  warming  celebration  dance  music  life  based  upon  pacific  northwest  ballet  production
1747,there's something about mary,there's something about mary romance  comedy never  fully  recovered  prom  date  became  total  disaster  man  finally  gets  chance  reunite  old  run  suitors  including  sleazy  detective  hired  find
1748,tussenland,"tussenland  tussenland  kruisen  de  paden  van  twee  ontheemden  "":""  illegaal  nederland  verblijvende  jonge  soedanees  majok  en  bejaarde  zichzelf  gekeerde  oud  militair  jakob  ondanks  onderlinge  verschillen  herkennen  zij  elkaar  beiden  dragen  hun  verleden  als  een  last  met  zich  mee  lijdt  onder  het  verlies  zijn  vrouw  nooit  reine  gekomen  oorlogservaringen  nederlands  indië  draagt  vergeten  oorlog  vaderland  heimwee  naar  geboortedorp  dat  hij  ontvlucht  uit  ontmoeting  putten  ze  kracht  om  afscheid  te  nemen  zodat  onverwachte  vriendschap  weer  zicht  geeft  op  toekomst"
1749,flesh wounds,flesh wounds action  thriller  science fiction remote  u  army  facility  group  scientists  vanish  conducting  experiments  top  secret  weapon  elite  covert  ops  team  commanded  lt  tyler  kevin  sorbo  sent  rescue  mission  quickly  turns  deadly  time  running  death  count  rising  must  hunt  destroy  predator  unlike  ever  encountered  become  next  victim
1750,sunday in new york,sunday in new york romance  comedy eileen  22  smarting  breakup  russ  comes  new  york  visit  brother  adam  airline  pilot  confides  thinks  may  year  old  virgin  left  world  assures  sex  men  look  insists  slept  around  course  lying  hot  pursuit  tryst  occasional  girlfriend  mona  however  date  series  job  related  interruptions  meanwhile  decides  see  fun  seems  find  perfect  candidate  mike  man  meets  bus  things  get  complicated  pops  proposal  mistaken  assumption
1751,i love melvin,i love melvin music  comedy  romance melvin  hoover  budding  photographer  look  magazine  accidentally  bumps  young  actress  named  judy  leroy  park  start  talk  soon  offers  photo  spread  boss  however  intention  using  photos  wants  marry  father  would  rather  dull  dependable  harry  black  last  resort  promises  get  cover  next  issue  task  easier  said  done
1752,time raiders,time raiders action  adventure  fantasy time  raiders  based  online  novel  series  daomu  biji  written  xu  lei  tells  story  explorers  searching  secrets  immortality  ancient  tombs
1753,this is normal,this is normal drama young  deaf  woman  undergoes  experimental  medical  procedure  supposed  cure  deafness  give  ability  hear
1754,library wars: the last mission,"library wars: the last mission romance  action  comedy set  18  months  movie  library  wars  .""  government  enactment  media  betterment  act  battles  wage  squads  defense  resists  censorship  advocates  freedom  expression  biggest  battle  awaits"
1755,snow days,snow days comedy  romance 
1756,the grandfather,the grandfather drama  foreign son  dies  elderly  man  comes  back  spain  us  hopes  find  granddaughters  true  one  bastard
1757,cash mccall,cash mccall comedy  drama  romance cash  mccall  1960  movie  starring  james  garner  natalie  wood  based  upon  novel  name  cameron  hawley  man  buys  businesses  order  sell  profit  recognized  critics  decades  ahead  time  numerous  ways  especially  hardcore  depiction  business  dealings  innovative  film  directed  joseph  pevney  screenplay  lenore  j  coffee  marion  hargrove
1758,saludos amigos,"saludos amigos animation  family live  action  segments  show  members  disney  staff  touring  south  america  recording  impressions  sketches  segue  four  animated  sections  lake  titicaca  depicts  tourist  donald  duck  troubles  stubborn  llama  aquarela  brasil   ""  jose  carioca  shows  sights  sound  rio  de  janeiro"
1759,meet him and die,meet him and die crime ray  lovelock  stars  massimo  young  undercover  cop  taste  violence  thirst  revenge  gets  arrested  quickly  infiltrates  ranks  underworld  figure  serving  sentence  eventually  breakout  planned  included  soon  hit  street  attempt  made  boss  martin  balsam  life  acts  helping  save  waiting
1760,fantastic beasts and where to find them,fantastic beasts and where to find them adventure  family  fantasy 1926  newt  scamander  arrives  magical  congress  united  states  america  magically  expanded  briefcase  houses  number  dangerous  creatures  habitats  escape  sends  american  wizarding  authorities  threatens  strain  even  state  non  relations
1761,umbracle,umbracle documentary film  turns  two  basic  axes  inquiry  ways  cinematographic  representation  critical  image  official  spain  time  franco  dictatorship  “  montage  attractions  ”  brechtianism  strong  doses  umbracle  made  fragments  archive  footage  resound  rather  progress  unusual  links  dejá  vu  scenes  promise  us  remain  tensely  unfinished  jonathan  rosembaun  said  directors  since  resnais  played  ruthlessly  unconscious  narrative  expectations  bug  ”.  learning  feeling  strangeness  caused  rossellini  threw  well  known  actors  savage  scenery  southern  europe  portabella  makes  christopher  lee  wander  around  dream  like  barcelona  without  doubt  ’  structurally  complex  profoundly  political  ferociously  poetic  —  pereportabella  com
1762,sanctum,sanctum action  thriller 3  action  thriller  sanctum  executive  producer  james  cameron  follows  team  underwater  cave  divers  treacherous  expedition  largest  beautiful  least  accessible  system  earth  tropical  storm  forces  deep  caverns  must  fight  raging  water  deadly  terrain  creeping  panic  search  unknown  escape  route  sea  master  diver  frank  mcguire  richard  roxburgh  explored  south  pacific  esa  ala  caves  months  exit  cut  flash  flood  --  including  17  year  old  son  josh  rhys  wakefield  financier  carl  hurley  ioan  gruffudd  )--  forced  radically  alter  plans  dwindling  supplies  crew  navigate  labyrinth  make  soon  confronted  unavoidable  question  survive  trapped  forever
1763,the enchanted well,the enchanted well  witch  curses  town  well
1764,mounted police charge,mounted police charge  overview
1765,cool as hell,cool as hell comedy  horror makers  hack  job  spill  guts  rich  benny  always  trouble  ladies  befriend  demon  named  az  non  stop  party  killer  soul  eating  beast  leaps  open  portal  underworld  starts  terrorizing  city  boys  send  creature  back  depths  hades  came  looking  good  cool  hell  horror  comedy  featuring  punk  hardcore  metal  soundtrack  appearances  genre  favorites  tom  savini  frank  mullen  well  andrew  wk  meatmen
1766,"drive, he said","drive, he said comedy  drama hector  star  basketball  player  college  team  plays  leopards  girlfriend  olive  know  whether  stay  leave  friend  gabriel  may  dropped  school  become  protestor  wants  desperately  get  drafted  vietnam"
1767,everybody go home,everybody go home drama  war everybody  go  home  italian  tutti  casa  1960  film  directed  luigi  comencini  features  international  cast  including  u  actors  martin  balsam  alex  nicol  franco  serge  reggiani  nino  manfredi  rejected  starring  role  alberto  sordi  wanted
1768,wonder man,wonder man music  comedy  fantasy boisterous  nightclub  entertainer  buzzy  bellew  witness  murder  committed  gangster  ten  grand  jackson  one  night  two  thugs  kill  dump  body  lake  prospect  park  brooklyn  comes  back  ghost  summons  bookworm  twin  edwin  dingle  help  police  nail
1769,the deceivers,"the deceivers thriller  drama  action india  1825  country  lives  mortal  fear  cult  members  known  “  deceivers  .""  commit  robbery  ritualistic  murder  appalled  activities  english  military  man  captain  william  savage  conceives  hazardous  plot  stop  disguise  plans  become  deceiver  ”  infiltrate  numbers  ever  present  ’  adventures  sense  dread  constant  betrayal  vengeance  also  undergoes  disturbing  psychological  transformation  experiences  blood  lust  firsthand"
1770,the great madcap,the great madcap comedy buñuel  first  comeback  film  since  l  age  1930  made  musicals  interim  )   el  gran  calavera  concerns  family  attempts  change  patriarch  somewhat  indulgent  hedonistic  ways  fooling  thinking  large  fortune  gone  assume  life  poverty  mexico  attempt  teach  lesson  however  discovers  ruse  continues  perpetuate  facade  ignorance  sneaking  day  conduct  thriving  business  lazy  worthless  leeches
1771,the incredibly true adventure of two girls in love,the incredibly true adventure of two girls in love comedy  drama  romance adventurous  love  story  two  young  women  different  social  economic  backgrounds  find  going  typical  struggles  new  romance
1772,the seafarers,the seafarers documentary acclaimed  director  stanley  kubrick  first  film  made  color  documentary  focuses  benefits  membership  seafarers  international  union
1773,a burning hot summer,a burning hot summer drama paul  reflects  summer  met  angèle  frédéric  watches  friend  laid  rest
1774,flesh,flesh drama heroin  junkie  works  prostitute  support  habit  fund  abortion  needed  girlfriend  lesbian  wife  seedy  encounters  delusional  damaged  clients  dates  drag  queens  hustlers  heavy  sex  drugs  decadence
1775,jiro dreams of sushi,jiro dreams of sushi documentary jiro  dreams  sushi  story  85  year  old  ono  considered  many  world  ’  greatest  chef  proprietor  sukiyabashi  10  seat  restaurant  inauspiciously  located  tokyo  subway  station  despite  humble  appearances  first  kind  awarded  prestigious  3  star  michelin  review  lovers  around  globe  make  repeated  pilgrimage  calling  months  advance  shelling  top  dollar  coveted  bar
1776,irma la douce,irma la douce comedy  romance nester  patou  naive  police  officer  transferred  red  light  district  paris  organizes  raid  dodgy  hotel  running  brothel  inadvertently  disrupting  corrupt  system  pimps  union  netting  station  superior  fired  job  goes  local  bar  drink  befriends  pretty  young  lady  named  irma  la  douce  upon  realizing  prostitute  invents  crazy  scheme  keep  seeing  men
1777,building a building,building a building animation mickey  shovel  operator  laborer  construction  site  minnie  delivering  box  lunches  pete  foreman  pays  attention  work  keeps  accidents  mostly  involving  blueprints  holding  ).  steals  lunch  offers  one  house  eating  kidnaps  fights  tide  turns  dumps  load  hot  rivets  pants  ...
1778,a love song for bobby long,a love song for bobby long drama headstrong  young  woman  returns  new  orleans  death  estranged  mother
1779,the railroad lady,the railroad lady comedy  drama elise  lafontaine  secret  routine  every  morning  evening  many  years  waving  express  train  passes  house  one  fateful  day  finds  letter  conductor  garden  lonely  life  turned  upside  engages  promising  correspondence  poetic  thoughtful  letters  two  anonymous  writers  share  worlds  ’  fairytale  cut  short  line  permanently  detours  shorter  route  paris  willing  without  daily  delight  prompts  daring  escape  comfort  zone  sets  find
1780,the three brothers,the three brothers comedy three  half  brothers  reunited  mother  funeral  told  inheritance  quickly  spend  money  find  receive  men  grow  closer  deciding  proceed
1781,why we fight: the nazis strike,why we fight: the nazis strike war  documentary documents  relentless  advance  germany  mighty  military  machine  hitlers  armies  terrorize  victims  blitzkrieg  tactics  spread  rineland  austria  czechoslovakia  poland
1782,erased,erased action  thriller former  agent  cia  estranged  daughter  go  run  employers  target  assassination
1783,toilet stories,toilet stories comedy five  toilets  stories  pitch  black  comedy  relentlessly  illuminates  darkest  corners  society  thereby  revealing  colorful  potpourri  human  perfidy  intertwined  episodes  staged  manner  intimate  play  occasionally  testing  audiences  moral  judgment
1784,dynamite girl,dynamite girl comedy smart  set  girl  wants  excitement  life  ends  mixed  criminal  activities
1785,kept husbands,kept husbands drama former  american  football  star  joel  mccrea  )   working  steel  mill  supervisor  new  jersey  falls  love  owner  wealthy  spoiled  daughter  dorothy  mackaill  ).  1931  drama  directed  lloyd  bacon  also  stars  ned  sparks  mary  carr  robert  mcwade  florence  roberts  clara  kimball  young
1786,gone fishing,gone fishing drama  family recovering  alcoholic  travels  untamed  coast  patagonia  reconnect  estranged  daughter  gentle  yet  deeply  resonant  drama  argentine  writer  director  carlos  sorin
1787,devotion,devotion drama total  despair  anja  throw  bridge  moment  henry  drives  past  car  thinking  prostitute  invites  home  pretends  initially  thought  refuses  explain  reasons  apparent  attempt  suicide  two  begin  play  strange  games  engage  unusual  sex  leading  try  fleeing  apartment  catches  forced  tells  lilly  raped  killed  someone  leaving  impression  one  person  mind  make  love  going  back  forth  trying  leave  finally  lets  go  goes  soon  vengeance  causes  series  events  change  course  lives
1788,transylmania,transylmania horror  comedy spoof  horror  group  college  kids  semester  abroad  romania  realise  partying  kill  vampires  might
1789,alone in the dark 2,alone in the dark 2 action  fantasy  horror night  falls  creatures  dark  crawling  shadows  one  man  stands  us  evil  edward  carnby
1790,i'll be there,i'll be there comedy  drama  family  music comedy  rock  star  craig  ferguson  discovers  teenage  daughter  charlotte  church  )   long  forgotten  love  affair
1791,set it off,set it off drama  action  crime four  black  women  suffered  lack  money  hands  majority  undertake  rob  banks  initially  successful  policeman  involved  shooting  one  brothers  trail  add  loot  tastes  interests  begin  change  suspicions  increase  way  climactic  robbery
1792,silent running,silent running adventure  drama  science fiction future  earth  barren  flora  fauna  planet  ecosystems  exist  large  pods  attached  spacecraft  word  comes  jettisoned  space  destroyed  reused  commercial  purposes  crew  valley  forge  rejoice  prospect  going  home  botanist  freeman  lowell  loves  forest  creatures  decides  take  matters  hands  protect
1793,little dorrit,little dorrit drama drama  based  novel  charles  dickens  tells  story  arthur  clennam  thrown  debtor  prison  meets  young  seamstress  whose  father  imprisoned  twenty  five  years  film  originally  released  two  parts
1794,reflections in a golden eye,reflections in a golden eye thriller  romance  drama bizarre  tale  sex  betrayal  perversion  military  post
1795,minority report,minority report action  thriller  science fiction  mystery john  anderton  top  precrime  cop  late  21st  century  technology  predict  crimes  committed  becomes  quarry  another  investigator  targets  murder  charge
1796,somewhere in palilula,somewhere in palilula  60  romania  serafim  young  doctor  sent  hospital  palilula  small  town  lost  somewhere  country  map  death  previous  pediatrician  mr  pantelică
1797,cube²: hypercube,cube²: hypercube thriller  science fiction  mystery sequel  low  budget  first  film  ‘  cube  .’  time  prisoners  find  selves  advanced  environment  must  escape  killed  science  fiction  space  one  path
1798,reindeerspotting - escape from santaland,reindeerspotting - escape from santaland documentary  foreign reindeerspotting  documentary  film  group  young  guys  living  rovaniemi  arctic  circle  dabbling  petty  crime  hard  drugs  one  jani  lost  five  years  life  two  fingers  debotators  wants  leave  lapland  old  behind  robbing  supermarket  start  getaway  back  documentarist  joonas  neuvonen  men  social  welfare  using  daily  basis  started  friends  story
1799,the dancing masters,the dancing masters comedy dancing  masters  1943  laurel  hardy  feature  film  plot  involves  team  running  ballet  school  getting  involved  inventor  young  robert  mitchum  uncredited  cameo  role  fraudulent  insurance  salesman
1800,two much,two much comedy  romance young  gallerist  love  two  sisters  time  order  solve  problem  decides  invent  twin  brother
1801,a safe place,"a safe place drama  science fiction young  woman  named  noah  lives  alone  new  york  disturbed  flower  child  retreats  past  yearning  lost  innocence  recalls  childhood  searching  safe  place  .""  met  magician  central  park  presented  magical  objects  levitating  silver  ball  star  ring  ark  romantically  involved  two  totally  different  men  fred  practical  dull  mitch  dynamic  sexy  ideal  fantasy  partner  neither  man  able  fulfill  needs"
1802,rich kids,rich kids drama  comedy  thriller two  12  year  olds  products  upper  west  side  broken  homes  struggle  make  sense  parents  lives  adolescent  feelings
1803,wild wild west,wild wild west action  adventure  comedy  science fiction  western legless  southern  inventor  dr  arliss  loveless  plans  rekindle  civil  war  assassinating  president  u  grant  two  men  stop  gunfighter  james  west  master  disguise  artemus  gordon  must  team  thwart
1804,penny pinchers,penny pinchers romance  comedy  foreign ji  woong  loser  find  job  lies  mother  money  one  day  abruptly  cuts  becomes  homeless  salvation  arrives  form  hong  sil  extremely  stingy  hobby  visiting  bank  make  savings  deposits  specialty  selling  empty  glass  bottles  old  newspapers  cash
1805,it could happen to you,it could happen to you comedy  drama  romance charlie  lang  simple  kindhearted  new  york  city  cop  realizes  money  tip  waitress  yvonne  biasi  offers  half  winnings  lottery  ticket  amazingly  happens  winner  sum  4  million  true  word  proceeds  share  prize  infuriates  greedy  wife  muriel  content  arrangement  begins  scheming  take
1806,nobody knows anything!,nobody knows anything! comedy  drama aspiring  filmmaker  learns  success  hollywood  come  easy  suspected  attempts  discover  formula  guidance  helpful  uncle  fails  pave  way  sarah  wilder  must  seek  advice  heavies  mike  meyers  ben  stiller  fred  willard  --  old  adage  true  nobody  knows  anything  succeed  cutthroat  world  los  angeles
1807,venus in furs,venus in furs drama  romance female  mistress  male  slave  caught  circle  tension
1808,autoerotic,autoerotic drama  romance joe  swanberg  adam  wingard  ’  autoerotic  follows  four  interconnected  chicago  couples  explore  boundaries  self  pleasure  sexual  exploration  unique  blend  outrageous  comedy  face  sex  insightfully  illuminates  private  lives  america  urbanites
1809,"cougars, inc.","cougars, inc. comedy  drama sam  learns  mother  cannot  afford  send  another  school  kicked  friends  start  escort  service  mature  women  pay  tuition"
1810,you get me,you get me thriller  romance  drama arguing  girlfriend  ali  tyler  lands  arms  sexy  new  girl  holly  next  morning  finds  agree  take  back  student  school  dead  set  man
1811,red amnesia,red amnesia thriller retired  widow  daily  routine  derailed  starts  receiving  mysterious  anonymous  phone  calls
1812,miss sweden,miss sweden drama moa  early  20s  works  factory  lives  cottage  forest  vegan  follows  friends  demonstrations  mostly  fit  home  listens  pop  music  use  make
1813,life+1 day,life+1 day drama  thriller somaieh  youngest  daughter  indigent  family  getting  married  fear  overwhelming  every  member  regarding  overcome  difficulties  gone
1814,joker game,"joker game action  thriller set  along  backdrop  fictitious  second  world  war  international  city  asia  japan  lieutenant  colonel  yuki  yusuke  iseya  recommends  creation  spy  training  school  kikan  "".  meanwhile  kato  kazuya  kamenashi  facing  capital  punishment  refusal  follow  superior  order  scouted  goes  harsh  regiment  faces  first  mission  seize  american  ambassador  graham  confidential  documents  black  note  .""  infiltrates  battle  gain  possession  ensues  mysterious  woman  named  rin  kyoko  fukada  )   british  agency  soviet  radical  army"
1815,my voyage to italy,"my voyage to italy documentary saw  movies  powerful  effect  see  .""  martin  scorsese  message  documentary  meet  family  elizabeth  street  new  york  third  generation  italian  sicilian  roots  starting  1949  watched  tv  well  theaters  lots  imports  narration  giving  personal  public  context  shows  extended  clips  films  rossellini  de  sica  fill  part  one  visconti  fellini  antonioni  comprise  two  takes  time  emotion  style  staging  technique  political  cinematic  influence  movie"
1816,a chinese ghost story iii,a chinese ghost story iii action  comedy  horror  fantasy slept  century  monstrous  tree  devil  awaken  starts  finding  lost  souls  one  stormy  night  wise  high  priest  student  fong  pass  orchid  temple  realize  haunted  encounters  two  evil  spirits  seductive  lotus  hated  sister  butterfly  although  knows  master  wants  capture  finds  attracted  sets  free  monks  stay  prolonged  since  carelessly  loses  valuable  gold  buddha  later  come  corrupt  local  town  meets  yin  chance  series  misunderstandings  evolve  meanwhile  falling  love  .......
1817,hollywood party,hollywood party comedy  music jimmy  durante  jungle  star  schnarzan  conqueror  public  tiring  fake  lions  baron  munchausen  comes  town  real  man  eating  throws  big  party  might  use  next  movie  film  rival  sneaks  buy
1818,my night at maud's,my night at maud's comedy  drama rigid  principles  devout  catholic  man  challenged  one  night  stay  maud  divorced  woman  outsize  personality
1819,defiance,defiance thriller  action  crime tommy  takes  temporary  housing  new  york  neighborhood  plagued  violent  gang  called  souls  waiting  next  assignment  seaman  though  tries  avoid  neighbors  work  soon  battling  changing  attitudes  previously  intimidated  well
1820,wild side,wild side drama transsexual  survives  prostituting  paris  returns  –  two  male  lovers  town  family  home  countryside  look  dying  mother
1821,the swedish moment,the swedish moment comedy pop  singer  kari  girl  dump  tightly  wrapped  mattress  frozen  lake  things  ’  quite  go  planned  two  old  drummer  friend  help  paranoia  jealousy  series  increasingly  absurd  events  ensue
1822,there was a father,there was a father drama shuhei  horikawa  poor  schoolteacher  struggles  raise  son  ryohei  despite  neither  money  prospects
1823,x: the man with the x-ray eyes,x: the man with the x-ray eyes horror  science fiction  thriller story  concerns  dr  james  xavier  ably  portrayed  ray  milland  invented  serum  improving  human  vision  funding  cut  proceeds  experiment  --  horrifying  results  director  gave  swamp  women  wasp  woman  beast  million  eyes
1824,the invincible armour,the invincible armour action  foreign  thriller hwang  jang  lee  corrupt  ming  guard  frames  john  liu  murder  wanted  fugitive  hides  teen  expert  infamous  iron  armor  technique  means  withstand  anything  however  well  eagle  claw  stop  befgore  late
1825,patch town,patch town music  adventure  comedy  fantasy  science fiction patch  town  inspired  award  winning  short  film  name  years  loving  home  jon  toy  forgotten  deserted  ultimately  betrayed  adoptive  mother  returns  live  sad  life  worker  line  factory  work  oppression  place  hundreds  cabbage  babies  born  every  day  thankless  task  shucking  picking  processing  newborns  go  world  new  mothers  taken  toll  birth  slips  deeper  sadness  lamenting  days  good  loved
1826,cop out,cop out action  comedy  crime detectives  jimmy  paul  despite  nine  years  partners  still  sometimes  seem  like  polar  opposites  –  especially  unpredictable  antics  get  suspended  without  pay  already  strapped  cash  trying  daughter  wedding  decides  sell  rare  baseball  card  worth  tens  thousands  unfortunately  collector  shop  robbed  vanishes  crook  end  going  rogue  tracking  drug  ring  behind  theft  time  backup  except
1827,regular guys,regular guys comedy  foreign christoph  cop  self  confident  macho  trouble  fiance  long  night  wakes  arms  edgar  good  looking  gay  auto  mechanic  live  gets  troublesome  girl  friend  throws  apartment  last  resort  moves  edgars  place  working  together  new  female  collegue  living  guy  makes  pretty  uncertain  sexuality  role  written  konstantin  articus
1828,the concert,"the concert drama  comedy former  world  famous  conductor  bolshoï  orchestra  known  maëstro  ""   andreï  filipov  seen  career  publicly  broken  leonid  brezhnev  hiring  jewish  musicians  works  cleaning  concert  hall  directed  one  day  intercepts  official  invitation  prestigious  théâtre  du  châtelet  series  mad  antics  reunites  old  composed  alcoholic  flies  perform  paris  complete  tchaikovsky  concerto  interrupted  30  years  earlier  engages  young  violin  soloist  unexpected  connection"
1829,the sacrifice,the sacrifice drama alexander  journalist  philosopher  retired  actor  celebrates  birthday  friends  family  announced  nuclear  war  begun
1830,project shadowchaser ii,project shadowchaser ii science fiction  action terrorists  led  android  take  nuclear  plant  threaten  launch  missile  washington  authorities  desperately  attempt  negotiate  persue  real  goal  worker  son  tough  guy  repair  man  ideas  stop  inside
1831,captain kidd,captain kidd action  adventure unhistorical  adventures  pirate  captain  kidd  revolve  around  treasure  treachery  1699  william  charles  laughton  )   recently  captured  ship  twelve  apostles  killed  crew  presents  court  king  iii  henry  daniell  honest  shipmaster  seeking  royal  backing  recruits  inmates  newgate  marshalsea  prisons  promising  pardon  end  voyage  among  new  quarrelsome  though  cultured  adam  mercy  randolph  scott  makes  master  gunner  claimed  prior  service  famous
1832,paris blues,paris blues romance  drama  music ram  bowen  eddie  cook  two  expatriate  jazz  musicians  living  paris  unlike  america  time  celebrated  racism  non  issue  meet  fall  love  young  american  girls  lillian  connie  vacationing  france  must  decide  whether  move  back  stay  freedom  allows  wants  serious  composer  finds  exciting  reluctant  give  music  relationship  city  tolerant  racial  atmosphere
1833,the kinematograph,the kinematograph  19th  century  inventor  close  perfecting  motion  pictures  want  reveal  invention  public  show  films  sound  color
